,C1,C2,C3,C4,C5,C6,C7,C8,C9,C10,C11,C12,C13,C14,C15
7062,50918380,81259129,10999041,9667759,21060240,99597268,13136450,32371227,2635891,21722073,77589786,33635013,79217326,63393058,qXrvL
7063,78277456,96018809,49758070,46817607,16520024,5567006,3048127,41379568,94954306,72257572,84276002,80634197,9592134,83772378,goNXZ
7064,35604922,66307881,31692831,94380663,35772598,53457395,38738811,480947,11389906,56004560,24843759,43735766,94623290,18631653,z6rH5
7065,76981211,40449164,28497793,39813026,5318738,61908405,3980741,11551910,75597223,98687681,59056958,98791846,18930882,57130964,FVJX1
7066,97367710,19664081,99598701,79698661,5702645,34270458,43108237,42371787,20394725,81459582,55653158,12803260,63641082,63158157,ZX1Dw
7067,15471099,40951160,43877077,58836623,7991278,40198519,24154051,54777216,26429386,60861534,30091525,62820928,50120464,16249397,QOTEP
7068,62506274,6170001,39906806,17453573,82218038,7796673,21769306,46414790,92720812,16858798,88803839,33619578,52487062,22315658,eTyJo
7069,58470369,83348872,75928558,94851120,12279079,97071584,89578670,20767877,43147317,39216594,46434068,42598646,86259319,76418307,mZqHg
7070,97858855,19362429,44049684,45826940,88543297,47458604,42640804,10708545,83039399,35985409,7587606,97742312,54518697,93216996,BTklH
7071,92146799,46730328,1662089,90862956,1948360,91468657,89547804,14622223,38358205,91389756,11810794,47085749,479163,23379609,s2URu
7072,70557207,50406900,13515306,11897286,8921007,56035029,79361427,92806235,45551410,60173155,92121889,77923858,24231343,62261876,hGOAT
7073,52223269,98262461,53914236,69760338,96377769,67262711,81522763,25959451,12794355,18497737,83843999,96954474,55815809,68060676,IchxP
7074,46682869,28562727,15499904,55594996,75006333,50739790,20700372,4422980,78699930,58932817,20143109,74106632,73408948,68385767,bjw7W
7075,40291127,48341047,6660724,77700739,58112577,50578388,80658439,36201786,53126165,45889105,50868088,3579088,5105260,20885302,qHlOY
7076,74786227,51550177,18158044,9208033,14703665,22788373,83398573,31891054,50543711,8150360,40251143,41448226,95263962,21750770,iVidf
7077,91142739,16683371,96698837,18348646,54329697,15657430,75320781,87610179,91192261,2573662,28954566,93114019,19959680,11609722,bWSTM
7078,36829403,92247688,33933514,25156990,92183676,54914961,67113714,34463139,64546135,21906769,86548836,68635791,66032476,12636796,bpqVo
7079,23444016,56972105,77117340,52760775,21867604,70767291,52596583,59509093,45637257,31479732,26516690,55446479,50650898,38363278,0W1Fv
7080,47256072,30641125,29465760,39106516,19533945,18654817,18307359,67540392,51203199,35930799,77958126,59913501,64786372,57606672,ZElQ5
7081,86785282,7299431,48121670,28417570,48929803,3929179,90961263,13721933,21692945,61444395,88126183,79558080,236207,37330394,r0CAX
7082,24654979,20319458,8886878,41610600,57051858,64877729,69600188,1759724,84045480,15110190,22563535,36340303,58295474,27960254,1fC0s
7083,91238450,40985835,97365104,70508154,41977930,84223248,75375469,90934290,64418462,75605093,61381434,9903023,76919450,3944337,OQjS1
7084,5971437,72670624,79992806,44038175,45588498,55450083,14479059,21199134,3653118,77471331,31008626,54090789,3899443,40603764,Lhhvp
7085,43832503,65194261,96704817,70914618,40790039,97453736,25051399,47537146,92345712,29740567,89805346,75872765,94969963,809276,5U4s4
7086,23379076,85118315,62810486,16604177,73182850,22306270,83890154,65892171,23223052,95522781,56064155,56354823,64238302,22083782,9k0t7
7087,25878770,86414633,89194997,51345341,40624009,62637576,55382321,5465524,60409192,50352162,17476410,77509929,1578596,11879663,x5j9O
7088,46857098,24861188,97587994,70237935,61177877,65220185,93827074,81001625,58013483,78774650,93049032,77198313,26324282,30350828,C5z6I
7089,25618386,70071671,52921025,5800845,93459897,9201603,55512893,58487921,63678275,92950718,98911432,36375551,98505156,38590754,bdBHE
7090,50703772,14541904,36001835,81216187,80041659,63076551,43339545,70336014,38204157,96488228,9317692,76711887,66101900,54723727,CgYZ0
7091,81730191,25348436,33062721,69966406,37619379,47578071,5584789,49100063,50128977,56057238,29042347,83354107,41578114,54543767,PBUJa
7092,51635297,95233399,3262112,14950631,93660654,43800251,26261650,14348754,56740373,8427534,30558096,79861335,78242986,48339627,DihGU
7093,56690158,85332452,46684858,32719259,48236611,18234974,52185975,33189316,20826607,50347598,17745238,64739999,87196051,11615857,Y1ul8
7094,47197411,64856677,58761310,34910385,93693571,93905082,25150012,57335162,96378769,17711665,15279925,29869209,668368,55404155,lr6ji
7095,73431137,43710595,33765246,14659623,23909387,70838348,34849000,16963731,17211965,21808736,13306885,72351585,2242185,74155635,zlkYC
7096,73124861,9841279,58370920,44627120,40850743,22064815,71711041,87391267,59107836,79660129,87692420,42831786,92095347,43863251,wgoPa
7097,60108321,63327430,74401835,40817493,22818169,48252636,28348911,93412170,23544817,4866464,72147858,75937523,98425181,59990532,j8xKK
7098,22849394,64883051,1662040,16342361,28762907,97842725,60630557,69354663,44882213,84006997,19973366,1921753,55631871,94530434,TxtjT
7099,86974994,16844670,47445607,96369721,84172339,98503525,77979956,8819144,5072016,17411004,19609461,19972963,38460514,11153111,h7z5y
7100,70284492,48468239,93610650,17660057,82540715,26448522,69820802,99895963,91684113,40893698,85413720,61508401,7726217,63084235,lycE7
7101,92612205,68899596,80851884,57080172,39041762,82347630,54824003,29328645,11923983,79473328,4670950,17817926,77620783,8222322,tz3OJ
7102,17423224,70385071,54002001,66015051,93843157,92661005,76663532,78062966,33700342,98136730,87086623,18544664,38192258,75639170,WjW4R
7103,19337500,56076318,85808177,89363243,58080025,12353306,19762201,47067671,93328045,90157817,50183990,9437838,33316989,14869387,bnlFJ
7104,97740950,28272704,73348122,17027217,11256295,10975732,16176292,46139771,36731873,51225381,58829247,86124809,69245288,19382514,Pt11P
7105,36268900,7279730,63291267,84028988,70927743,74320857,69588743,69485021,33999437,77509532,29008204,30640498,98590174,12614252,zGnEY
7106,64216752,99499444,59272477,22707709,65244594,23415467,15504968,64771237,27679903,46708199,68744237,17216779,47669646,11699284,RqaPP
7107,69868318,70914368,99605452,56603298,36259893,23727980,22693273,10072273,847988,97258519,31366935,39309507,33544340,68013756,7CAxZ
7108,53525127,81203905,90536605,22833098,2098153,2291070,91714225,61370697,37211049,43251844,35163361,19604745,97062898,43107928,N6Sxc
7109,89290709,32734085,26674797,31297170,28576107,17891739,34499106,40794377,34302363,28797366,59783855,17855492,84370775,78958833,gptW0
7110,15735915,36139045,70867140,34121261,96514271,41869505,85800133,11791908,59935702,32574117,94070929,21677183,71072618,66635564,2k6eo
7111,60166037,22455825,25091660,75713688,64391282,13746103,88680059,47580957,71985467,75371904,2886984,15435980,15932187,36979430,vTgzq
7112,40820855,74033832,68835370,67125514,9582153,8257163,6147408,43354896,28712731,70419778,18915855,77015682,51372478,73387242,Fypr9
7113,85227897,17693068,10616534,28336063,3023204,41940763,14003921,3331792,8678645,94757531,32860561,75761546,48301841,61480053,5ycej
7114,66332708,81770625,85483661,57363266,86018549,3471799,30207873,76726892,30752462,22138816,56832954,14651787,89392332,64988792,NmeFE
7115,1293742,55003981,93994991,74102946,10211027,43880773,5043106,15130599,31014844,70815863,82534629,26377878,74376493,16348488,t5fsy
7116,59338032,51419423,11864911,39453875,18288825,78848873,80428474,24885881,71481431,52631508,89705453,69332432,5447001,65959136,TzgdM
7117,13743787,5590594,55841244,37582696,6715226,36900625,1760025,88546908,30122270,53396250,22510042,87345391,56152388,22885800,ELn9Y
7118,80955634,18994157,68213203,5762678,4026744,69358571,11084914,12300987,53056075,32681046,62188421,88212604,34924334,43808529,x4Edp
7119,44030707,88021640,61360869,63297224,80153525,59803988,66095333,37112013,78894156,66346841,44833570,21525231,98869167,32724885,hXOs9
7120,95364488,64211530,12280069,59660684,17947018,97781399,52147801,3866609,34275193,67732773,42636463,27809598,60551515,54310187,W1h9c
7121,84620150,29863523,33936675,67150157,36890787,49174476,29454809,91882183,78888406,35919578,23895588,78550316,60290596,72771156,HKfZD
7122,10709230,15824939,35618142,48119656,40002374,24564865,18226630,93090031,89427963,97964717,74239255,16772019,2396386,29837662,rmC7v
7123,40811949,97687052,34657741,86425295,77925746,8572384,74835853,15944942,59358538,8867083,86933788,40973183,39342034,77660669,Uv2mq
7124,69977961,12031756,83572360,75490233,95494220,26073249,63942683,89199803,68946354,16281868,1781974,90950738,30641357,98345553,Q4UBQ
7125,96825605,99581796,65023447,78781521,44605041,48012557,37278699,74379648,80192549,42580899,47786178,25438191,64870214,76343923,vNaM5
7126,75453474,43976138,76764542,57943474,92412160,75405643,16840578,86936608,54951445,88248892,76812868,5125606,69200330,56784681,I7GpO
7127,89214491,19212453,15450430,12107795,38649601,9845931,455293,21841095,34520685,43460346,425738,87182088,37205068,83381197,fMi8n
7128,87494299,46734384,92670883,41855254,76106333,12689391,71064047,88080789,23995708,28970934,7266040,26124954,56892055,33509660,kroFu
7129,91036384,31568958,45769852,4574015,13661020,70133706,63281657,8121921,77225021,56949548,90103677,38843571,42845149,65096415,tzhXf
7130,13537061,28585620,45637471,32820974,79296151,67147220,28379892,11864077,49004686,45607746,79736856,221092,29659996,52421584,ctU9U
7131,51231897,38940196,24163881,90747149,33521940,84491267,14542498,49948762,444693,41123705,24816202,59302539,62437126,15997738,6t1l2
7132,47293494,26437804,39400657,51578627,35654567,77636300,65005476,88776982,56004627,17577799,65345829,80908402,73648335,47938172,3eFRC
7133,94000715,19919726,47157213,54809306,13929921,95846486,44694757,38175760,41014043,51791863,55804637,76451323,98306121,57961025,cSAJ1
7134,77028511,5688633,50531236,13785295,31129200,51351537,76916831,67473013,1104430,98281951,65870398,84989936,2053657,91752291,W0pOg
7135,10032653,10409505,82506828,21291748,57711359,50394589,64483201,87384848,72963465,66528408,18906987,70735187,7223170,18586114,WvBgp
7136,82542597,92680260,55093234,22182481,55040707,36913676,82776088,39687812,61761741,85688768,656480,69935440,28039272,10010078,xmgOI
7137,90525963,79329218,69497181,79103417,49980267,58664260,66256480,22208078,26129252,73860884,71189688,40842394,11931682,28947572,S8vyk
7138,94708478,21352103,77553812,38042159,34925838,94229355,24078601,31956160,34608572,81966049,19483319,92079404,12583900,81787060,kZzFx
7139,89785223,46014668,25963069,62955129,23407370,7156532,47034625,4673552,6403225,8588646,50304924,64386098,44299088,51034691,r5ZjE
7140,48307392,26311841,78149777,29370998,28874603,83107981,42212839,30997021,75343295,890328,98107589,40013042,16781626,52117033,nGIyf
7141,94069889,50494716,2421268,78442149,73117632,78990621,39084603,65690214,63272966,73446683,76252014,27710235,28611310,70739074,J5cdO
7142,40468135,39558295,22264563,69081956,81459694,39394215,52514766,38731496,66973874,4558128,29060490,23045765,47925051,12213971,QKvVz
7143,38876047,16949734,85847512,75439690,88264597,83669667,5144425,18998565,78464879,73478732,1227233,3775763,68442556,50173545,hDZoI
7144,98537181,17614272,16153326,92784076,99492359,22770032,78153818,69090541,98300602,97599228,90619894,27044967,25337053,1688586,Vq7Ra
7145,4023002,68533341,50257787,36950797,16969256,42711021,7093487,8957434,50566115,24895565,45528820,37528512,5008482,36281180,b76GA
7146,89592379,27395395,84334637,28592236,43563132,58036825,79720045,61876241,91641375,92046958,55921228,46653720,24643661,26838489,W1BRY
7147,9935890,93865537,87691384,78287180,8271189,28307956,9140695,45696687,11193260,14292561,61460274,49777185,62023292,89577783,dkUvV
7148,88186735,53598988,15066256,5475898,23570597,90139668,5191982,57616192,711617,4232462,49586257,2633500,29425904,77082937,GtF79
7149,98072443,87616329,49250668,42715624,17309482,29436299,24291331,28852144,51217070,56237371,3786928,8803142,6346458,69714578,lYNxB
7150,4684588,74096452,93259485,52750421,44951427,70254041,80723140,54113414,23312819,45340979,18086003,29179935,23720969,69521296,A75wV
7151,50980841,34590167,83908229,54114389,2655639,59069999,53583745,47220645,10568047,77059136,67032610,36828157,38961648,15507084,gNN6u
7152,30280276,50880050,60802992,35143521,15193262,33835577,20298707,26946890,48251881,41619480,52740604,98408388,12309838,43244570,lY5WF
7153,61945881,19433337,40891397,36895883,62450259,30762657,28650557,49998424,86483234,55405904,17606750,44781484,28582147,91166632,Un8N5
7154,85853867,49006143,98276844,81904475,69480785,82044758,98176927,77423143,10991898,50964622,17835699,30279114,2350981,23506117,LzchL
7155,72928349,2879353,46105316,47810802,27462626,10894266,53999785,8535490,29507301,51453487,39491905,30369272,17753208,46171685,NdsLQ
7156,18808730,79841101,35679813,29860202,46804884,33642425,80209595,82053586,71362540,14086926,18350583,3505502,26392780,67105077,I1091
7157,66166198,11241083,7861457,83770743,15462123,91599783,64931846,35464850,85299280,48116189,96537229,19639840,64175427,82398299,wEHBK
7158,55208613,21518497,91140377,20678218,11136526,54142526,72476815,18862347,41407293,20924011,22111769,55075422,87130181,41002669,ScZSk
7159,50272700,4138584,12079623,15774196,33931067,57104220,59087828,97273100,60360487,38220369,4429268,48600250,91082988,418076,trbbq
7160,25451399,32225161,21456596,36771791,42979062,96952311,18702849,46768675,80129423,48597504,73548861,56680980,5257085,61425811,fyvtC
7161,26715736,57633631,56357547,42997864,79130883,14588248,25188846,55206919,44216915,93127090,23368854,60621924,5284403,12856470,j9uUp
7162,21271472,5333621,8635995,17273069,19644809,21780673,96457194,34146528,91993737,10859708,63683565,37744014,6024086,1445950,mQkrZ
7163,98262022,41169101,93618385,36010337,98217793,60676980,55028181,46147361,79532159,7220637,20340507,57851943,22703669,36499131,oIIhV
7164,24939147,11361754,18060288,8149730,32442036,41512444,34378424,17617022,9367855,23924368,18647278,43371250,2102152,59644706,A54mD
7165,44938536,68894439,16350674,17381573,56572899,17425564,88017635,89265655,68414023,7466995,77365090,66309252,21569938,60475443,XJdHr
7166,48394756,55714133,25149568,42636054,76419474,79353116,63308721,76584053,5221843,92894528,97141097,67288311,1115310,30700500,z8eb2
7167,24532765,8729903,7307764,37114072,9744962,60496618,78952034,47178161,12428117,82902830,88535235,15751437,94103646,76489939,S0PJ8
7168,66723385,87405780,54958960,76267875,19512620,71002479,5009527,75947094,35778597,5060143,52624864,56468659,8421753,71729064,T2r7V
7169,25811294,1551989,37770191,12777273,32537770,9990984,2264464,9741009,16159585,32044933,66999645,73513519,54207354,78946293,VC3t1
7170,86363926,42976150,2471813,7861824,73400615,70745863,10784433,45510488,13611705,40399179,63009436,17340511,29567460,76420308,V5w7Y
7171,34498582,6594388,48364847,70880916,21487188,5069486,63858885,76920831,83110525,96710387,62879889,63508621,48670995,97908792,PdQ3u
7172,81088633,57202007,23060434,52519344,24769115,21277214,59347611,80269691,8841776,17694148,14503221,66461984,58791220,31010346,UpNDu
7173,99005440,5602202,66407897,44143024,80526470,4059853,81029268,15220194,96627761,97984906,32671638,64725359,97958559,15055561,b75Wy
7174,91081012,56469106,35918606,38490868,83960771,32617247,72568899,44339689,97218589,11114439,6228313,9552665,77140430,69700963,dr8uH
7175,18922411,29026557,30331835,28970914,13489255,97015269,54852997,11761095,33910355,54822885,84297528,71522941,94833118,59815281,Y3drO
7176,94063845,49399860,18820059,28604716,92762051,8609849,82150913,2615406,23636235,87311512,14646764,77508574,38796329,41564368,iUXDX
7177,59087469,85434393,45451503,53128706,53420544,50444275,73057329,86060344,63214351,24420486,26829573,6851398,98857323,20182465,WHgVQ
7178,45468026,3393125,8242945,80234698,82583279,97502190,91594671,75800144,78849899,29437020,95430228,2020573,48535700,69780108,AhP1z
7179,87363121,16533088,5231918,254392,88501104,19431915,81128007,62195884,28429698,12071389,17754661,84588650,76800840,32722944,k0hJg
